Ref,Label,Description,Translate,MaxChars,English,German,Spanish,French,Italian,Netherland,Danish,Swedish,Chinese,Polish,Japanese,Korean,Portuguese,Slovak,Russian,Hungarian,Bulgarian,Romanian,Czech,Turkish,Finnish,Greek,T-Chinese,Serbian,Slovenian,Thai,Polish UTF8
248,STI_TEMPERATURE,Assign Temperature to outputs or relays,1,12,TEMPERATURE,TEMPERATUR,TEMPERATURA,TEMPERATURE,TEMPERATURA,TEMPERATUUR,TEMPERATUR,TEMPERATUR,温度,TEMPERATURA,温度,온도,TEMPERATURA,TEPLOTA,ТЕМП,HÖMÉRSÉKLET,,TEMPERATURA,TEPLOTA,SICAKLIK,LÄMPÖTILA,ΘΕΡΜΟΚΡΑΣΙΑ,,TEMPERATURA,TEMPERATURA,??????,TEMPERATURA
249,STI_TEMPERATURE_A,Assign Temperature A to outputs or relays,1,14,TEMPERATURE A,TEMPERATUR A,TEMPERATURA A,TEMPERATURE A,TEMP. A,TEMPERATUUR A,TEMPERATUR A,TEMPERATUR A,温度A,TEMPERATURA A,温度A,온도A,TEMPERATURA A,TEPLOTA A,ТЕМП A,HÖMÉRSÉKLET A,,TEMPERATURA A,TEPLOTA A,SICAKLIK A,LÄMPÖTILA A,ΘΕΡΜΟΚΡΑΣΙΑ Α,,TEMPERATURA A,TEMPERATURA A,??????,TEMPERATURA A
250,STI_TEMPERATURE_B,Assign Temperature B to outputs or relays,1,14,TEMPERATURE B,TEMPERATUR B,TEMPERATURA B,TEMPERATURE B,TEMP. B,TEMPERATUUR B,TEMPERATUR B,TEMPERATUR B,温度B,TEMPERATURA B,温度B,온도B,TEMPERATURA B,TEPLOTA B,ТЕМП B,HÖMÉRSÉKLET B,,TEMPERATURA B,TEPLOTA B,SICAKLIK B,LÄMPÖTILA B,ΘΕΡΜΟΚΡΑΣΙΑ Β,,TEMPERATURA B,TEMPERATURA B,??????,TEMPERATURA B
251,STI_TEMP_A,Temperature measurement A.,1,7,TEMP A,TEMP A,TEMP A,TEMP. A,TEMP. A,TEMP A,TEMP A,TEMP A,温度A,TEMP. A,温度A,온도A,TEMP A,TEPL A,ТЕМП A,HÖM. A,,TEMP A,TEPL A,SIC A,T A,ΘΕΡΜ. Α,,TEMP. A,TEMP A,??????,TEMP. A
252,STI_TEMP_A_FAIL,Temperature element A is NOT operating normally,1,15,TEMP A FAIL,TEMP A FEHLER,TEMP A FALLA,TEMP. A ERREUR,TEMP. A OUT,TEMP A FOUT,TEMP A FEJL,TEMP A FEL,温度A出错,BLAD TEMP. A,温度A不具合,온도A 실패,FALHA TEMP A,TEPL A CHYBA,ОШИБКА ТЭ A,HÖM. A HIBA,,EROARE TEMP A,TEPL A CHYBA,SIC A HATALI,T A VIKA,ΘΕΡΜ. Α ΣΦΑΛΜΑ,,TEMP. A GREŠKA,TEMP A NAPAKA,??????,BLAD TEMP. A
253,STI_TEMP_A_OK,Temperature element A is operating normally,1,13,TEMP A OK,TEMP A OK,TEMP A OK,TEMP. A OK,TEMP. A OK,TEMP A OK,TEMP A OK,TEMP A OK,温度A正常,TEMP. A OK,温度A OK,온도A 성공,TEMP A OK,TEPL A OK,ТЭ A ИСПР.,HÖM. A OKÉ,,TEMP A OK,TEPL A OK,SIC A OK,T A OK,ΘΕΡΜ. Α ΟΚ,,TEMP. A OK,TEMP A OK,??????,TEMP. A OK
254,STI_TEMP_B,Temperature measurement B.,1,7,TEMP B,TEMP B,TEMP B,TEMP. B,TEMP. B,TEMP B,TEMP B,TEMP B,温度B,TEMP. B,温度B,온도B,TEMP B,TEPL B,ТЕМП. B,HÖM. B,,TEMP B,TEPL B,SIC B,T B,ΘΕΡ. Β,,TEMP. B,TEMP B,??????,TEMP. B
255,STI_TEMP_B_FAIL,Temperature element A is NOT operating normally,1,15,TEMP B FAIL,TEMP B FEHLER,TEMP B FALLA,TEMP. B ERREUR,TEMP. B OUT,TEMP B FOUT,TEMP B FEJL,TEMP B FEL,温度B出错,BLAD TEMP.B,温度B不具合,온도B 실패,FALHA TEMP B,TEPL B CHYBA,ОШИБКА ТЭ B,HÖM. B HIBA,,EROARE TEMP B,TEPL B CHYBA,SIC B HATALI,T B VIKA,ΘΕΡΜ. Β ΣΦΑΛΜΑ,,TEMP. B GREŠKA,TEMP B NAPAKA,??????,BLAD TEMP.B
256,STI_TEMP_B_OK,Temperature element B is operating normally,1,13,TEMP B OK,TEMP B OK,TEMP B OK,TEMP. B OK,TEMP. B OK,TEMP B OK,TEMP B OK,TEMP B OK,温度B正常,TEMP. B OK,温度B OK,온도B 성공,TEMP B OK,TEPL B OK,ТЭ B ИСПР.,HÖM. B OKÉ,,TEMP B OK,TEPL B OK,SIC B OK,T B OK,ΘΕΡΜ.Β ΟΚ,,TEMP. B OK,TEMP B OK,??????,TEMP. B OK
257,STI_TEMP_ELEMENT,Enter the temperature element selection menu,1,14,TEMP ELEMENT,TEMP-SENSOR,ELEM. DE TEMP,CAPTEUR TEMP.,ELEM.TEMPER.,TEMP.ELEMENT,TEMP. ELEMENT,TEMP.GIVARE,温度元件,SONDA TEMP.,温度エレメント,온도센서,SENSOR TEMP,TEPL ELEMENT,ТЕМП. ЭЛЕМ.,HÖELEM MENÜ,,ELEMENT TEMP,TEPL ELEMENT,SIC ELEMANI,T ELEMENTTI,ΑΙΣΘ.ΘΕΡΜ.,,TEMP-SENZOR,TEMP SENZ,??????,SONDA TEMP.
258,STI_TEMP_FAIL,The temperature element is NOT operating normally,1,13,TEMP FAIL,TEMP FEHLER,TEMP FALLA,TEMP. ERREUR,TEMP. OUT,TEMP FOUT,TEMP FEJL,TEMPGIV. FEL,温度出错,BLAD TEMP.,温度不具合,온도실패,FALHA TEMP,CHYBA TEPL,ОШИБКА ТЭ,HÖELEM ROSSZ,,EROARE TEMP,TEPL CHYBA,SIC HATALI,T VIKA,ΣΦΑΛΜΑ ΘΕΡΜ.,,TEMP. GREŠKA,TEMP NAPAKA,??????,BLAD TEMP.
259,STI_TEMP_OK,The temperature element is operating normally,1,15,TEMPERATURE OK,TEMPERATUR OK,TEMPERATURA,TEMPERATURE OK,TEMP. OK,TEMPERATUUR OK,TEMPERATUR OK,TEMPGIV. OK,温度正常,TEMPERATURA OK,温度OK,온도성공,TEMPERATURA OK,TEPL OK,ТЭ ИСПРАВЕН,HÖM. RENDBEN,,TEMPERATURA OK,TEPL OK,SICAKLIK OK,LÄMPÖTILA OK,ΘΕΡΜ. ΟΚ,,TEMP. OK,TEMP OK,??????,TEMPERATURA OK
260,STI_TEST,"Check status, test functions, system resetsÂ",1,15,TEST/MAINT,SERVICE,PRUEBA/MANT.,TEST/CONTROLE,TEST/CONTROLLO,TEST/ONDERHOUD,TEST/KONTROL,TEST/UNDERH�LL,测试/维护,TEST/SERWIS,テスト・メンテ,시험/ 보수유지,TESTE/MANUT,TEST/ÚDRŽBA,ТЕСТ/ОБСЛУЖ.,ELLENÖRZ/KARB.,,TEST/MENTENANT,TEST/ÚDRŽBA,TEST/BAKIM,TESTI/HUOLTO,ΔΟΚΙΜΗ/ΣΥΝΤΗΡ.,,SERVISI,TEST/SERVIS,??????,TEST/SERWIS
261,STI_TE_NONE,Temperature will read manual value selected.,1,10,MANUAL,MANUELL,MANUAL,MANUEL,MANUALE,HANDMATIG,MANUEL,MANUELL,手动,RECZNY,マニュアル,메뉴얼,MANUAL,MANUÁL,ВРУЧНУЮ,KÉZI BEÁLL,,MANUAL,RUČNĚ,MANUEL,MANUAALI,ΧΕΙΡΟΚΙΝ.,,MANUELNO,ROČNO,??????,RECZNY
262,STI_TWO_POINT_BUFFER,Two point buffer calibration of pH,1,15,2 POINT BUFFER,PUFFER 2 PUNKT,SOLUC. 2 PTOS,TAMPON 2 PTS,TAMPONE 2 PUNTI,2 PUNTS CAL,2 PKT.BUFFER,2 PKT.KALIB.,2点缓冲,BUFOR 2-PUNKTY,標準液2点校正,2 포인트 버퍼,2 PT - PADR�O,2 BOD PUFOR,2-ТОЧ. БУФЕР,2 PONT.PUFFER,,CALIB 2 BUFFER,2 BOD PUFR,2 NOKTA TAMPON,2-PISTE KAL,2 ΣΗΜ. ΡΥΘΜΙΣ.,,PUFFER 2 TAČKE,2 TOČK STD,??????,BUFOR 2-PUNKTY
263,STI_TWO_POINT_SAMPLE,Two point sample calibration.,1,15,2 POINT SAMPLE,PROBE 2 PUNKT,MUESTRA 2 PTO.,ECHANT. 2 PTS,CAMPIONE 2 PUNTI,2P. MONSTERCAL,2 PKT.PR�VE,2PKT.IN-L. KAL,2点取样,PROBA 2-PUNKTY,SPL2点校正,2 포인트 시료,2 PT - AMOSTRA,2 BOD VZORKA,2-ТОЧ. ОБРАЗЕЦ,2 PONT. MINTA,,CALIB 2 PRELEV,2 BOD VZOREK,2 NOKTA NUMUNE,2-PISTE NÄYTE,2 ΣΗΜΕΙ.ΔΕΙΓΜΑ,,UZORAK 2 TAČKE,2 TOČK Z VZOR,??????,PROBA 2-PUNKTY
264,STI_UNCOMPENSATED,Select an reading uncompensated for temperature,1,16,UNCOMPENSATED,NICHT KOMPENS.,SIN COMPENSAR,NON COMPENSEE,NON COMPENSATO,GEEN COMP,UKOMPENSERET,EJ KOMPENSERAD,无补偿,BRAK KOMPENS.,温度補償なし,비보상,S/ COMPENSA��O,BEZ KOMPENZ,БЕЗ КОМПЕНСАЦ.,NEM KOMPENZÁLT,,NECOMPENSAT,BEZ KOMPENZACE,KOMPANZESİZ,EI KOMPENS,ΧΩΡ.ΑΝΤΙΣΤΑΘΜ.,,BEZ KOMP.,BREZ KOMP,??????,BRAK KOMPENS.
265,STI_UNITLESS,DO NOT TRANSLATE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,??????,
266,STI_WARNING,Warning!,1,17,WARNING,WARNMELDUNG,ADVERTENCIA,AVERTISSEMENT,ATTENZIONE!,WAARSCHUWING,ADVARSEL,VARNING,警告,OSTRZEZENIE,警告,경고,AVISO,VAROVANIE,ПРЕДУПРЕЖДЕНИЕ,FIGYELMEZTETÉS,,ATENTIE,VAROVÁNÍ,UYARI,VAROITUS,ΠΡΟΕΙΔΟΠΟΙΗΣΗ,,UPOZORENJE,OPOZORILO!,??????,OSTRZEZENIE
267,STI_XFER_OUTPUTS,Transfer outputs to preset values during calibration,1,15,XFER OUTPUTS,ERSATZWERTE,TRANSFER SALID,SORTIES REPLI,TRASF.USCITE,TRANSFER MODE,TRANSF.UDGANG,F�RINST. UTG,转换输出,TRANSFER,XFER出力,전송 출력,SA�DAS=>PRESET,XFER VÝSTUP,ПРЕДУСТ ВЫХ.,KI.ALAPÉRT.-RE,,TRANSF. IESIRI,XFER VÝSTUPŮ,ÇIKIŞLARI GÖND,KORVAA ULOST,ΟΡΙΣΜ.ΑΠΟΣΤ.,,TRENSF. IZLAZ,TRANS IZHODE,??????,TRANSFER
268,STI_XPXXX,DO NOT TRANSLATE,0,5,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,X.XXX,??????,X.XXX
269,STI_XXPXX,DO NOT TRANSLATE,0,5,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,XX.XX,??????,XX.XX
270,STI_XXPXX_MOHM,DO NOT TRANSLATE,0,8,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,XX.XX M\x01,??????,XX.XX M\x01
271,STI_XXPXX_PH,DO NOT TRANSLATE,0,8,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,XX.XX pH,??????,XX.XX pH
272,STI_XXPX_PH,DO NOT TRANSLATE,0,7,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,XX.X pH,??????,XX.X pH
273,STI_XXXPX,DO NOT TRANSLATE,0,5,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,XXX.X,??????,XXX.X
274,STI_XXXPX_KOHM,DO NOT TRANSLATE,0,8,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,XXX.X K\x01,??????,XXX.X K\x01
275,STI_XXXX,DO NOT TRANSLATE,0,5,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,??????,XXXX
276,STI_XXXX_MV,DO NOT TRANSLATE,0,8,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,XXXX mV,??????,XXXX mV
277,STI_XXXX_PPB,DO NOT TRANSLATE,0,8,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,XXXX ppb,??????,XXXX ppb
278,STI_XXXX_PPM,DO NOT TRANSLATE,0,9,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,XXXX ppm,??????,XXXX ppm
279,STI_X_VALUE,Edit the x value of a lookup table,1,10,X VALUE,X - WERT,VALOR X,VALEUR X,VALORE X,X WAARDE,X V�RDI,X V�RDE,X值,WARTOSC X,X 値,X 값,VALOR X,X HODNOTA,X ЗНАЧ,X ÉRTÉK,,VALOARE X,X HODNOTA,X DEĞERİ,X ARVO,ΤΙΜΗ Χ,,X - VREDN,X VREDNOST,??????,WARTOSC X
280,STI_Y_VALUE,Edit the y value of a lookup table.,1,10,Y VALUE,Y - WERT,VALOR Y,VALEUR Y,VALORE Y,Y WAARDE,Y V�RDI,Y V�RDE,Y值,WARTOSC Y,Y 値,Y 값,VALOR Y,Y HODNOTA,Y ЗНАЧ,Y ÉRTÉK,,VALOARE Y,Y HODNOTA,Y DEĞERİ,Y ARVO,ΤΙΜΗ Ψ,,Y - VREDN,Y VREDNOST,??????,WARTOSC Y
281,STI_ZERO,Calibrate the zero point,1,14,ZERO,NULLPUNKT,CERO,ZERO,ZERO,NULPUNT,NULPUNKT,KAL. NOLLPUNKT,零点,ZEROW.,ゼロ,제로,ZERO,NULA,НОЛЬ,NULLA,,ZERO,NULA,SIFIR,NOLLAPISTE,ΤΥΦΛΟ,,NULA,NIČLA,??????,ZEROW.
282,STI_NON,Nothing selected.,1,14,NONE,KEINE,NINGUNO,PAS DE SELECT.,NESSUNA SCELTA,GEEN,INGEN,INGEN,无,NIC,選択なし,없음,NENHUM,ŽIADNÝ,НЕ ВЫБРАНО,NINCS KIVÁL-VA,,NICI UNUL,ŽÁDNÝ,HİÇBİRİ,EI VALINTAA,ΚΑΝΕΝΑ,,NIŠTA,NIČESAR,??????,NIC
283,STI_PCT_PAS,Percent pass,1,13,%PASS,% OK,% DE PASO,% PASSE,%PASSTO,%GOED,%OK,% PASS,%通过,% OK,%パス,%통과,% PASSAGEM,%PREŠLO,%ВЫПОЛН,% ELFOGADVA,,PAS %,%PROŠLO,GEÇEN%,%HYVÄKSYTTY,% ΟΚ,,% OK,%OK,??????,% OK
284,STI_EDIT_RELAY_INTERVAL,Relay timer function: Time setting when relay is OFF,1,14,INTERVAL,INTERVALL,INTERVALO,INTERVALLE,INTERVALLO,INTERVAL,INTERVAL,TIMER REL� OFF,间隔,INTERWAL,インターバル,간격,INTERVALO,INTERVAL,ИНТЕРВАЛ,TARTOMÁNY,,INTERVAL,INTERVAL,ARALIK,LEPOJAKSO,ΔΙΑΣΤΗΜΑ,,INTERVAL,INTERVAL,??????,INTERWAL
285,STI_EDIT_RELAY_PERIOD,Relay timer function: Time setting when relay is ON,1,14,PERIOD,DAUER,PERIODO,DUREE,PERIODO,PERIODE,PERIODE,TIMER REL� ON,时期,CZAS TRWANIA,ピリオド,주기,PER�ODO,PERIODA,ПЕРИОД,PERIÓDUS,,PERIOADA,PERIODA,PERİYOT,TOIMINTAJAKSO,ΠΕΡΙΟΔΟΣ,,PERIOD,TRAJANJE,??????,CZAS TRWANIA
286,STI_TIMER,Relay timer function selection,1,13,TIMER,TIMER,TIEMPO,TEMPORISATION,TIMER,TIMER,TIMER,TIMER,定时器,ZEGAR,タイマー,타이머,TEMPORIZADOR,ČASOVAČ,ТАЙМЕР,IDÖZÍTÉS,,TEMPORIZATOR,ČASOVAČ,ZAMANLAYICI,AJASTIN,ΧΡΟΝΟΣ,,TAJMER,ČASOVNIK,??????,ZEGAR
287,STI_NTC_30K,Temperature element selection for dissolved oxygen sensor type.,1,7,NTC 30K,NTC 30K,NTC 30K,CTN 30K,NTC 30K,NTC 30K,NTC 30K,NTC 30K,NTC 30K,NTC 30K,NTC 30K,NTC 30K,NTC 30K,NTC 30K,NTC 30K,NTC 30K,,NTC 30K,NTC 30K,NTC 30K,NTC30K,NTC 30K,,NTC 30K,NTC 30K,??????,NTC 30K
288,STI_AIR_CAL,Dissolved oxygen calibration type,1,14,AIR CAL,LUFT-KAL.,CAL AIRE,ETALON.A L'AIR,ARIA CALIBRAZ,LUCHT CAL.,LUFT KAL,KALIBR. I LUFT,空气校准,KAL.-POWIETRZE,気中校正,대기교정,CAL AR,KALIBR VZDUCH,КАЛ. ВОЗДУХ,LEV. KALIBR.,,CAL O2,KALIBR-VZDUCH,HAVA KAL,ILMAKALIBR,ΒΑΘΜΟΝ.ΑΕΡΑ,,KALIB. VAZDUH,KALIB NA ZRAKU,??????,KAL.-POWIETRZE
289,STI_SATURATION_CAL,Dissolved oxygen calibration type,1,15,SATURATION CAL,S�TTIGUNG KAL.,CAL SATURACION,ETALON A SATUR,SATURAZ CAL,VERZADIG. CAL,M�TN.PKT KAL,KAL.% M�TTNAD,饱和状态校准,KAL.-NASYCENIE,飽和水校正,포화교정,CAL SATURA��O,KALIB SATURAČ,КАЛ. 100% Р-Р,TELÍTETT KAL.,,CAL SATURATIE,KAL-SATURACE,DOYGUNLUK KAL,KYLLÄISYYSKAL,ΒΑΘΜ.ΚΟΡΕΣΜΟΥ,,KALIB. SATUR.,KALIB NASIČ,??????,KAL.-NASYCENIE
290,STI_ENTER_PRESSURE,Set the atmospheric pressure for dissolved oxygen measurement,1,14,SET PRESSURE,LUFTDRUCK ?,AJUSTAR PRESIN,PROG. PRESSION,IMPOSTAZ PRESS,SET ATMOS.DRUK,S�T TRYK,ATM.TRYCK ?,设置压强,CISNIENIE,気圧の設定,압력설정,CFG PRESS�O,NASTAV TLAK,УСТ.АТМ.ДАВЛ,NYOMÁS BEÁLL.,,SET PRESIUNE,NASTAV TLAK,BASINÇ AYARLA,ASETA PAINE,ΟΡΙΣ. ΠΙΕΣΗΣ,,POST.ATM.PRIT,NAST TLAK,??????,CISNIENIE
291,STI_ENTER_SALINITY,Set the salinity of the liqued being measured,1,14,SET SALINITY,SALZGEHALT ?,AJUSTAR SALINI,PROG. SALINITE,SET SALINITA,SET SALINITEIT,S�T SALINITET,JUST. SALTHALT,设置盐度,ZASOLENIE,塩分の設定,염도설정,CFG SALINIDADE,NAST SOLNOSŤ,УСТ.СОЛЕН.,SÓTART.BEÁLL.,,SET SALINITATE,NASTAV SALINIT,TUZLULUK AYARL,SUOLAPITOISUUS,ΟΡΙΣ.ΑΛΑΤΟΤΗΤ.,,POST.SALINITET,NAST SLANOST,??????,ZASOLENIE
292,STI_SENSOR_A_POWER,Indicates a power failure of dissolved oxygen sensor.,1,15,SENSOR A POWER,SENSOR A STROM,SENSOR A ENERG,CAPT. A ABSENT,ALIM SENSORE A,SENS A VOEDING,SENSOR A STR�M,MATN.FEL GIV.A,传感器A功率,ZASILAN.CZUJ.A,センサーA電源,센서A 파워,ALIM SENSOR A,SENZ A NAPAJAN,ДАТЧ.A ПИТАН,A SZENZ TÁPHIB,,ALIM.SENZOR A,SENZOR A NAPÁJ,SEN A GÜÇ HATA,SENSOR A POWER,ΑΙΣΘ. Α ΡΕΥΜΑ,,SENZ.A NAPAJ.,NAPET SENZ A,??????,ZASILAN.CZUJ.A
293,STI_SENSOR_A_REGEN,Indicates that the electrolyte for the dissolved oxygen sensor must be replaced.,1,14,SENSOR A REGEN,SENS WECHSEL A,REGE SENSOR A,REGEN. CAPT. A,RIGEN SENS A,SENS ELECTROLY,SENSOR A REGEN,REGEN. GIV A,传感器A还原,ZMIEN ELEKTR.A,センサA電解液,센서A 재생,REGEN SENSOR A,SENZ A ČINIDLO,ДАТЧ.A ЭЛ-ЛИТ,A SZENZ ELEKTR,,REGEN SENZOR A,SENZOR A REGEN,SENSÖR A REJEN,SENSOR A REGEN,ΑΝΤΙΚ.ΑΙΣΘ. Α,,SENZ.A ZAMENA,SENZ A MENJAVA,??????,ZMIEN ELEKTR.A
294,STI_SENSOR_A_PUNCTURE,Indicates that the membrane of the dissolved oxygen sensor must be replaced.,1,15,SENSOR A PUNC,SENS WECHSEL A,SENSOR A ROTO,CAPT. A PERCE,MEMBR SENS A,SENS A LEKKAGE,SENSOR A MEMB,MEMBRAN GIV A,传感器A击穿,ZMIEN MEMBR.A,センサーA隔膜,센서A 펑크,MEMB SENSOR A,SENZ A MEMBRAN,ДАТЧ.A МЕМБ.,A SZENZ MEMBR.,,MEMB SENSOR A,SENZOR A MEMBR,SENSÖR A MEMB,SENSOR A PUNC,ΑΝΤΙΚ.ΜΕΜΒ. Α,,SENZ.A MEMB.,SENZ A MENJAVA,??????,ZMIEN MEMBR.A
295,STI_SENSOR_B_POWER,Indicates a power failure of dissolved oxygen sensor.,1,14,SENSOR B POWER,SENSOR B STROM,SENSOR B ENERG,CAPT. B ABSENT,ALIM SENSORE B,SENS B VOEDING,SENSOR B STR�M,MATN.FEL GIV B,传感器B功率,ZASILAN.CZUJ.B,センサーB電源,센서B 파워,ALIM SENSOR B,SENZ B NAPAJAN,ДАТЧ.B ПИТАН,B SZENZ TÁPHIB,,ALIM. SENZOR B,SENZOR B NAPÁJ,SEN B GÜÇ HATA,SENSOR B POWER,ΑΙΣΘ.Β ΡΕΥΜΑ,,SENZ.B NAPAJ.,NAPET SENZ B,??????,ZASILAN.CZUJ.B
296,STI_SENSOR_B_REGEN,Indicates that the electrolyte for the dissolved oxygen sensor must be replaced.,1,14,SENSOR B REGEN,SENS WECHSEL B,REGE SENSOR B,REGEN. CAPT. B,RIGEN SENS B,SENS ELECTROLY,SENSOR B REGEN,REGEN GIV B,传感器B还原,ZMIEN ELEKTR.B,センサB電解液,센서B 재생,REGEN SENSOR B,SENZ B ČINIDLO,ДАТЧ.B ЭЛ-ЛИТ,B SZENZ ELEKTR,,REGEN SENZOR B,SENZOR B REGEN,SENSÖR B REJEN,SENSOR B REGEN,ΑΝΤΙΚ.ΑΙΣΘ. Β,,SENZ.B ZAMENA,SENZ B MENJAVA,??????,ZMIEN ELEKTR.B
297,STI_SENSOR_B_PUNCTURE,Indicates that the membrane of the dissolved oxygen sensor must be replaced.,1,15,SENSOR B PUNC,SENS WECHSEL B,SENSOR B ROTO,CAPT. B PERCE,MEMBR SENS B,SENS B LEKKAGE,SENSOR B MEMB,MEMBRAN GIV B,传感器B击穿,ZMIEN MEMBR.B,センサーB隔膜,센서B 펑크,MEMB SENSOR B,SENZ B MEMBRAN,ДАТЧ.B МЕМБ.,B SZENZ MEMBR.,,MEMB. SENZOR B,SENZOR B MEMBR,SENSÖR B MEMB,SENSOR B PUNC,ΑΝΤΙΚ.ΜΕΜΒ.Β,,SENZ.B MEMB.,SENZ B MENJAVA,??????,ZMIEN MEMBR.B
298,STI_RELAY_TIME_ON,Indicates that relay timer  is ON,1,14,RLY TIME ON,RELAISTIMER AN,RLY TIEMP PR,MINUT. ACTIVE,TEMP ACC REL,REL TIMER AAN,RL-TID T�NDT,REL� TIMER P�,继电器时间到,WL.CZAS TRANS.,リレー時間ON,릴레이타임온,TEMPO REL� LIG,REL ČASOV ON,РЕЛЕ ВРЕМ.ВКЛ,RELÉ IDÖZ.BE,,RLU TEMP DESCH,ČASOVAČ JE ZAP.,RÖLE ZAM AÇIK,RELE TOIMII,ΧΡΟΝΟΣ RLY ON,,REL.TAJIM. ON,RELE ČAS VKLOP,??????,WL.CZAS TRANS.
299,STI_MMHG,DO NOT TRANSLATE,0,5,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,mmHg,??????,mmHg
300,STI_MG_PER_L,DO NOT TRANSLATE,0,4,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,mg/l,??????,mg/l
